student_id,gender,age,gpa1,gpa2,gpa3,gpa4,ar1,ar2,ar3,ar4,drop_out
1900006098,1,23,1.3,3.4,1.3,2.4,34.5,12.0,0.0,53.0,1
1900007549,0,23,3.3,0.4,3.1,2.7,100.0,48.0,76.0,90.0,1
1900007763,1,23,7.0,6.1,3.8,3.5,0.0,18.1,2.3,17.2,0
1900007784,1,23,9.2,9.4,6.9,7.5,15.0,2.2,16.099999999999998,8.9,0
1900008106,1,23,4.7,7.7,3.1,7.2,7.7,0.0,19.1,7.9,0
1900009054,1,24,8.7,6.3,10.0,9.7,14.6,8.9,9.7,0.0,0
1900009380,1,23,7.0,9.9,7.9,9.2,0.0,19.8,2.4,0.0,0
1911546534,1,23,7.8,6.2,8.4,7.3,7.1,14.7,20.0,17.2,0
1911547275,1,23,9.5,3.7,3.9,8.5,0.0,4.2,8.2,13.2,0
1911547710,0,23,8.6,3.5,8.4,8.0,0.0,3.8,3.5,6.2,0
1911548779,1,23,8.0,7.3,4.3,8.9,6.0,7.2,13.9,0.0,0
1911549027,1,23,6.4,5.4,7.2,9.9,0.0,17.1,3.7,17.8,0
1911549123,1,24,6.7,4.2,7.5,5.4,0.0,18.4,13.4,15.9,0
1911549351,1,23,6.5,3.7,4.5,6.1,0.0,18.4,19.9,18.2,0
1911549395,1,24,9.2,4.5,6.6,5.1,9.0,16.3,35.0,8.8,0
2000000050,1,24,2.6,3.1,3.7,0.6,67.2,56.0,75.0,80.0,1
2000000558,1,22,8.0,9.0,7.1,8.3,0.0,0.0,2.5,3.35,0
2000000655,1,22,3.0,2.3,1.9,1.3,43.0,32.5,45.0,22.5,1
2000000740,1,22,7.7,8.9,7.6,6.2,0.0,1.1,0.5666666666666667,0.0,0
2000000998,1,23,7.0,8.2,6.9,8.1,0.0,1.75,10.0,4.2,0
2000001001,1,22,7.2,7.8,8.2,6.4,0.0,0.0,0.0,1.9500000000000002,0
2000001008,1,22,9.7,5.1,7.9,7.0,0.0,2.2,2.2333333333333334,0.0,0
2000001094,1,22,10.0,6.8,8.4,6.6,0.0,0.0,1.7,0.0,0
2000001371,1,22,9.5,7.6,7.4,7.0,0.0,18.3,11.6,11.4,0
2000001452,1,22,6.8,5.5,7.4,6.6,0.0,0.0,7.766666666666667,1.1,0
2000001530,1,22,8.4,7.6,6.3,6.9,0.0,2.2,7.233333333333333,0.0,0
2000002097,1,22,7.1,7.4,7.2,7.0,13.8,2.2,10.0,7.199999999999999,0
2000002177,1,22,8.8,7.2,3.3,9.7,0.0,4.4,10.6,17.1,0
2000002380,1,22,8.6,5.9,6.8,6.3,30.0,0.0,6.666666666666667,0.0,0
2000002441,1,22,8.4,6.2,7.6,6.7,0.0,0.0,3.9,2.75,0
2000002449,1,23,9.5,5.8,8.4,6.8,0.0,0.0,0.0,1.1,0
2000002491,1,22,9.0,4.1,3.2,6.2,13.1,11.1,7.8,10.8,0
2000002514,0,22,2.4,0.1,1.7,2.1,100.0,90.0,95.0,86.0,1
2000002664,1,22,5.9,8.4,7.2,6.8,0.0,2.2,0.0,2.2,0
2000002665,1,22,7.4,6.9,8.0,8.0,0.0,2.2,0.0,2.2,0
2000002672,1,22,3.7,7.2,7.8,7.8,11.0,18.4,1.6666666666666667,0.0,0
2000002677,0,26,8.3,5.0,6.2,6.9,20.0,4.4,9.433333333333334,2.2,0
2000002725,1,22,8.7,6.6,7.4,7.8,15.2,2.2,7.766666666666667,0.85,0
2000002779,0,22,8.2,7.1,7.1,7.9,13.1,11.7,8.9,5.55,0
2000002924,1,22,5.2,6.2,6.4,3.2,20.0,8.8,10.566666666666666,12.8,0
2000003074,1,22,8.6,5.6,6.6,6.0,0.0,2.2,13.333333333333334,2.75,0
2000003076,1,22,8.0,9.1,6.6,7.2,0.0,14.5,2.2333333333333334,0.0,0
2000003127,1,22,9.8,9.1,6.5,6.0,0.0,0.0,0.85,1.1,0
2000003177,1,23,7.7,5.9,7.0,5.9,11.7,15.9,15.85,9.2,0
2000003308,1,22,5.6,8.0,6.9,6.2,0.0,2.2,6.1000000000000005,2.75,0
2000003418,1,22,9.2,7.3,7.6,8.3,0.0,0.0,0.0,2.2,0
2000003434,1,22,8.7,7.0,7.0,7.8,0.0,0.0,0.0,0.0,0
2000003640,1,22,9.0,5.9,7.2,7.9,0.0,0.0,0.0,0.0,0
2000003645,1,22,5.4,8.3,6.4,6.7,17.3,12.3,5.85,5.0,0
2000003649,1,22,8.4,6.3,7.2,6.1,0.0,1.4,5.566666666666666,3.85,0
2000003678,1,22,4.9,9.5,6.9,7.1,0.0,15.6,15.85,7.800000000000001,0
2000003730,1,22,9.5,7.7,8.3,7.9,0.0,2.2,1.1333333333333333,1.65,0
2000003905,1,22,9.4,8.6,4.8,6.4,11.8,11.1,4.1,11.1,0
2000003979,1,22,8.6,7.0,6.4,6.6,30.0,0.0,8.333333333333334,0.0,0
2000004070,1,22,8.5,7.1,6.1,7.1,0.0,0.85,2.766666666666667,1.1,0
2000004110,1,24,8.9,5.4,6.7,7.4,0.0,2.2,3.35,4.7,0
2000004154,0,22,8.6,9.6,6.7,6.7,30.0,0.0,10.566666666666666,1.1,0
2000004220,1,22,9.2,7.5,6.7,7.1,9.0,4.4,15.566666666666668,5.85,0
2000004278,1,22,8.8,5.8,7.2,7.0,0.0,0.0,9.466666666666667,3.35,0
2000004365,1,22,5.9,8.8,7.7,6.3,0.0,2.2,1.0999999999999999,4.2,0
2000004387,1,22,7.4,7.7,6.9,5.1,30.0,4.4,12.200000000000001,11.15,0
2000004394,1,24,9.8,5.0,7.7,8.5,0.6,1.4,20.85,4.7,0
2000004457,1,22,7.9,6.0,6.8,4.8,8.8,18.5,7.233333333333333,0.0,0
2000004490,1,23,8.2,7.5,7.5,8.5,14.7,18.8,10.0,4.4,0
2000004701,1,22,9.2,8.5,7.8,9.2,0.0,2.2,8.333333333333334,16.5,0
2000004762,1,24,8.6,6.6,5.1,7.1,0.0,6.7,12.4,2.2,0
2000004897,1,22,2.3,2.1,3.5,2.9,57.0,60.0,27.0,45.0,1
2000004900,1,23,4.7,6.3,8.6,6.5,12.0,3.3,8.9,1.9500000000000002,0
2000004968,1,22,8.6,6.8,5.9,7.2,0.0,2.2,15.0,19.7,0
2000005153,1,22,8.4,6.0,8.2,8.7,0.0,2.2,6.65,19.0,0
2000005302,0,23,9.4,4.7,8.9,8.3,0.0,4.4,0.85,0.0,0
2000005479,1,22,8.4,9.5,7.2,6.4,0.0,13.7,6.666666666666667,0.0,0
2000005824,1,22,3.9,5.0,6.7,5.9,7.1,2.2,16.65,4.45,0
2000006018,1,22,9.2,4.8,7.3,7.1,0.0,0.0,0.0,0.0,0
2000006161,1,22,9.7,7.8,6.9,7.7,0.0,0.0,5.0,1.9500000000000002,0
2000006345,1,22,6.1,3.1,7.3,7.2,1.2,4.5,8.9,3.35,0
2000006633,1,22,8.0,5.3,8.8,7.7,0.0,6.7,11.65,0.85,0
2000006638,1,22,3.2,9.0,8.4,8.1,0.6,5.0,10.0,0.0,0
2011549746,0,22,9.8,7.4,7.4,5.9,0.0,0.0,0.85,1.1,0
2011549832,1,25,6.0,3.3,5.9,6.9,4.8,3.7,15.7,7.800000000000001,0
2011551765,1,24,3.5,7.6,7.6,5.7,11.6,9.7,2.766666666666667,1.1,0
2100002099,1,21,9.1,7.2,7.1,9.6,18.0,0.0,0.0,19.0,0
2100002240,1,21,6.0,6.8,7.1,6.2,10.0,0.0,0.0,2.2,0
2100002375,1,21,5.8,6.9,5.6,9.0,16.8,1.7,1.7,10.0,0
2100002440,1,22,5.0,7.7,5.1,9.0,1.0,0.0,0.0,0.0,0
2100002891,1,21,9.7,7.1,7.5,4.0,13.3,0.85,0.85,1.7,0
2100002892,1,21,5.3,6.8,6.4,9.5,13.6,0.0,0.0,0.0,0
2100002939,1,21,7.3,8.9,7.0,8.9,18.7,1.7,0.85,5.6,0
2100003025,1,21,9.7,6.0,7.4,9.2,9.5,0.0,1.65,0.0,0
2100003284,1,21,5.4,6.0,7.2,8.7,15.0,0.0,0.0,0.0,0
2100003547,1,21,3.2,5.0,8.0,9.0,0.2,1.7,2.2,0.0,0
2100003779,1,21,7.8,8.0,6.0,4.9,17.8,1.7,3.3666666666666667,12.2,0
2100003936,1,21,5.7,7.5,7.6,9.0,10.1,3.3,8.3,0.0,0
2100003978,1,21,3.5,7.1,7.2,8.7,10.2,0.0,0.0,0.0,0
2100003979,1,21,4.7,7.8,5.1,8.7,15.9,3.3,1.7,0.0,0
2100003991,1,21,4.3,4.7,6.0,7.6,11.8,5.0,5.0,30.0,0
2100004092,1,21,5.2,5.4,7.4,5.1,16.5,8.8,5.0,8.3,0
2100004235,1,21,6.3,4.4,6.6,7.2,5.5,4.6,0.0,5.0,0
2100004330,1,22,8.0,5.0,7.8,8.9,8.6,1.7,0.0,0.0,0
2100004337,1,21,5.3,8.6,6.9,10.0,11.7,1.7,0.85,0.0,0
2100004419,1,21,8.7,7.0,5.1,9.0,4.6,6.1,1.8,0.0,0
2100004426,1,21,9.5,6.5,7.6,9.0,3.8,1.7,1.7,0.0,0
2100004451,1,22,5.8,4.1,8.5,9.1,15.3,11.0,0.0,0.0,0
2100004703,1,21,9.9,7.7,6.3,9.6,15.8,2.5,0.0,5.7,0
2100004729,1,21,6.0,5.2,7.2,8.1,7.6,0.0,0.85,0.0,0
2100004750,1,21,7.3,7.8,6.7,6.4,3.2,0.0,1.7,2.5,0
2100004816,1,21,8.6,8.6,8.6,8.4,5.5,1.7,1.7,0.0,0
2100004822,1,21,6.9,4.4,8.1,3.2,3.2,5.0,1.7,4.1,0
2100004923,1,21,9.5,6.7,3.8,7.5,0.0,0.85,10.9,14.2,0
2100004998,1,21,4.6,5.9,5.9,5.5,4.9,1.7,0.0,5.7,0
2100005011,1,21,5.3,7.2,5.7,9.0,15.7,3.3,1.7,0.0,0
2100005013,1,21,6.7,6.7,3.3,9.0,1.8,3.3,5.1,0.0,0
2100005112,1,21,5.8,8.1,6.7,6.0,19.8,1.65,2.5,0.1,0
2100005113,1,22,3.5,7.5,3.9,0.9,17.3,7.5,9.9,100.0,0
2100005423,1,21,9.0,5.9,8.0,10.0,12.4,1.7,0.0,0.0,0
2100005569,1,21,3.6,7.7,6.6,4.0,7.7,1.7,0.0,16.3,0
2100005686,1,21,4.7,6.9,7.5,10.0,11.7,0.0,0.85,0.0,0
2100005858,1,21,8.3,6.9,6.9,7.0,18.9,1.65,0.85,15.7,0
2100005929,1,21,5.0,9.8,5.6,9.0,8.6,0.0,0.0,0.0,0
2100006019,1,21,3.3,7.2,7.2,5.2,9.7,3.35,3.3,0.9,0
2100006037,1,22,8.4,5.8,6.2,7.6,11.2,3.3,12.1,7.7,0
2100006053,1,21,3.7,6.6,9.6,9.1,11.0,4.15,6.3,3.8,0
2100006285,1,21,3.2,0.9,2.1,0.6,5.0,3.5,2.0,22.5,1
2100006443,1,22,5.6,7.1,8.6,4.8,1.3,3.3,1.7,9.1,0
2100006642,1,21,3.1,6.3,6.7,7.3,8.7,2.5,1.7,1.3,0
2100006970,1,21,4.2,7.5,7.2,9.5,9.8,0.85,0.0,6.3,0
2100007107,1,21,4.0,7.0,3.7,8.6,14.1,1.7,10.1,0.0,0
2100007588,1,21,7.6,5.7,5.9,1.5,18.9,14.1,14.1,100.0,0
2100007916,1,21,4.3,4.4,9.2,3.2,2.5,26.65,7.2,7.2,0
2100007994,1,23,7.0,4.7,6.9,9.2,17.6,16.9,0.0,4.0,0
2100008035,1,21,6.4,6.8,8.1,7.8,8.3,1.65,2.5,16.0,0
2100008107,1,21,9.4,7.0,6.4,7.8,10.3,0.85,0.0,6.8,0
2100008134,0,21,7.0,7.7,6.9,7.0,16.5,0.0,0.0,11.3,0
2100008178,1,21,3.2,6.0,7.4,6.6,11.2,0.0,0.0,16.5,0
2100008342,1,21,3.8,3.1,6.1,9.3,11.6,3.4,35.0,7.0,0
2100008882,1,21,5.0,9.3,5.5,4.9,19.5,20.0,1.7,5.0,0
2100009011,1,23,6.4,5.1,8.7,9.5,2.9,0.0,0.0,0.0,0
2100009025,1,21,7.2,8.2,7.1,3.7,2.7,15.5,0.0,2.6,0
2100009299,0,21,3.1,6.3,7.7,8.6,12.5,0.0,1.7,1.7,0
2100009415,1,21,8.1,6.8,5.1,9.3,12.5,4.3,3.9,10.0,0
2100009421,0,21,6.0,6.8,6.4,7.0,17.9,0.0,0.0,4.3,0
2100009490,1,21,9.5,8.7,7.0,9.4,6.2,0.0,0.0,9.3,0
2100009840,1,21,8.8,8.8,7.1,3.8,17.3,0.0,0.85,11.7,0
2100010263,1,21,5.4,7.1,8.5,9.4,1.0,0.0,1.7,7.1,0
2100010315,1,21,5.8,5.2,7.3,3.0,16.0,0.0,0.0,2.7,0
2100010440,1,21,6.3,7.7,7.2,7.4,8.4,0.0,0.0,0.85,0
2100010687,1,21,9.7,7.4,7.8,3.8,7.6,2.5,3.3,9.8,0
2100010779,1,21,6.6,5.8,7.8,5.2,0.1,0.0,0.0,18.9,0
2100011230,1,22,3.8,7.8,9.8,6.1,12.5,3.3,8.6,2.2,0
2100011310,1,21,9.9,6.7,6.2,7.6,10.2,0.6,2.5,4.4,0
2100011740,1,21,8.1,7.2,7.7,4.3,12.0,0.0,0.0,12.5,0
2100011741,1,21,5.4,5.1,5.7,6.4,7.7,1.7,1.7,16.2,0
2100011754,1,21,9.9,9.0,6.3,6.9,12.7,5.0,0.1,18.2,0
2100011848,1,21,4.8,7.3,7.6,7.4,0.5,8.3,17.3,14.9,0
2100011852,1,21,4.7,5.9,7.6,4.3,15.0,0.0,0.0,1.9,0
2100011976,1,21,7.3,8.0,6.4,7.2,5.5,0.0,0.0,40.0,0
2100011992,1,21,9.6,7.6,5.6,7.1,7.6,0.0,0.0,5.2,0
