student_id,subject_id
2000001008,40
2000004387,40
2000000998,40
2000002380,40
2000003127,40
2011549746,40
2000004220,40
2000005302,40
2000006161,40
2000003074,40
2000004701,40
2000001001,40
2000006018,40
2000005824,40
2000003434,40
2000000558,40
2000001452,40
2000002441,40
2000003649,40
2000004457,40
2000003076,40
2000003418,40
2000003979,40
2000002449,40
2000004154,40
2000004070,40
2000002672,40
2000003678,40
2000002725,40
2000004968,40
2000004900,40
2000005153,40
2011549832,40
2000006638,40
2000002665,40
2000002514,40
2000004110,40
2000005479,40
2000004278,40
2000002677,40
2000002779,40
2000004365,40
2000003640,40
2000006345,40
2000001530,40
2000002924,40
2000003730,40
2000003645,40
2000002097,40
2011551765,40
2000004394,40
2000003308,40
2000000050,40
2000002664,40
2000000740,40
2200002193,15
2200002160,15
2200008171,15
2200003659,15
2200001108,15
2200007177,15
2100004235,15
2200009428,15
2200002592,15
2200003109,15
2200004209,15
2200000327,15
2200005098,15
2200003906,15
2200005193,15
2200001483,15
2200006122,15
2200002333,15
2200007079,15
2200011240,15
2200011643,15
2200010487,15
2200004831,15
2200006748,15
2200007265,15
2200009571,15
2200009501,15
2200010286,15
2200005824,15
2200009261,15
2200006124,15
2200005842,15
2200002925,15
2200010174,15
2200011295,15
2000004968,29
2000000998,29
1911547275,29
2000005153,29
1911549123,29
2000002665,29
2000005479,29
2000001001,29
2000006633,29
2000003434,29
2000004278,29
2000000558,29
2100004923,29
2000001452,29
2000004897,29
2000002441,29
2000004365,29
2000003649,29
2000003076,29
1911547710,29
2000001530,29
1900007763,29
1911549027,29
1900009380,29
1900007549,29
2000004070,29
2000003678,29
2000003308,29
2000000050,29
2000002664,29
1911549351,29
2000000740,29
2000001094,35
2000004387,35
2000000998,35
2000002380,35
2000003127,35
2011549746,35
2000002665,35
2000006161,35
2000003074,35
2000004110,35
2000004701,35
2000001001,35
2000006018,35
2000005824,35
2000003434,35
2000000558,35
2000001452,35
2000002677,35
2000002441,35
2000004365,35
1900009054,35
2000003418,35
2000003979,35
2000003730,35
2000000655,35
2000002449,35
2000004154,35
2000004070,35
2000002725,35
2000003308,35
2000002664,35
2000001008,35
2000004968,35
2000005153,35
2000004220,35
2000005302,35
2000004278,35
1911548779,35
2000003640,35
2000003905,35
2000001530,35
1900008106,35
2000002097,35
2000004762,35
1900007784,35
2000002491,35
1900006098,35
2200002309,3
2200003358,3
2200002135,3
2200002704,3
2200002193,3
2200003451,3
2000000998,3
2200002160,3
2200006775,3
2200004133,3
2200002824,3
2200011116,3
2200003930,3
2200002592,3
2200002238,3
2200003614,3
2200002540,3
2200008277,3
2200003649,3
2200009759,3
2200003539,3
2200003174,3
2200000318,3
2200010474,3
2200003893,3
2200006549,3
2200002340,3
2200002464,3
2200000633,3
2200002177,3
2200000601,3
2200001578,3
2200002925,3
2200010174,3
2200011295,3
2200002438,3
2100006285,48
2100010687,48
2100004729,48
2100008134,48
2100006970,48
2100004426,48
2100012076,48
2200000873,48
2100003979,48
2100012040,48
2100004703,48
2100002892,48
2100004822,48
2100004816,48
2100002375,48
2100005011,48
2100009421,48
2100004330,48
2100003991,48
2100008178,48
2100010263,48
2100007994,48
2100003025,48
2100008107,48
2100011852,48
1900007784,48
2100002891,48
2100008035,48
2100012066,48
2100006443,48
2100006642,48
2100004092,48
2100011741,48
2100005569,48
2100005423,48
2100004337,48
2100005686,48
2100011740,48
2100012116,48
2100004750,48
2100009490,48
2100003779,48
2100005858,48
2100003284,48
2100004235,48
2100003978,48
2100012291,48
2100009840,48
2100004451,48
2100010779,48
2200001377,48
2100009299,48
2100004998,48
2100005929,48
2100009011,48
2100010315,48
2100011992,48
2100011976,48
2100002939,48
2100002240,48
2100002440,48
2100008882,48
2100002099,48
2100006019,48
2100009025,48
2100005112,48
2200004202,15
2200002309,15
2200009907,15
2200006775,15
2200004133,15
2200010444,15
2200003930,15
2200009232,15
2200008421,15
2200003614,15
2200000578,15
2200002540,15
2200003539,15
2200003174,15
2200008609,15
2200008906,15
2200009825,15
2200007239,15
2200003885,15
2200007007,15
2200002340,15
2200007066,15
2200007072,15
2200007143,15
2200008716,15
2200008798,15
2200002177,15
2200002455,15
2200000601,15
2200007240,15
2200007402,15
2200004759,15
2200007710,15
2200002438,15
2200006612,15
2200010565,15
2200000268,15
2200001492,15
2200001259,15
2200011039,15
2200002824,15
2200009882,15
2200000400,15
2200004236,15
2200006625,15
2200005231,15
2200004825,15
2200000215,15
2200002208,15
2200002238,15
2200001248,15
2200001377,15
2200000337,15
2200000318,15
2200005605,15
2200011866,15
2200002381,15
2200000405,15
2200009837,15
2200000548,15
2200000368,15
2200000584,15
2200001450,15
2200001381,15
2200011573,15
2200006185,15
2200001268,15
2200008438,15
2200000333,15
2200005914,15
2000001094,44
2100010440,44
2000000998,44
2000006638,44
2000004220,44
2000002665,44
2000002514,44
2000005479,44
2000006633,44
2000000558,44
2200001483,44
2000002677,44
2000004365,44
2000003649,44
2000003076,44
2000001530,44
1911546534,44
2000003645,44
2000000655,44
2000004762,44
2000002672,44
2100008882,44
2000002491,44
2000004394,44
2000002664,44
2100004092,44
2000001008,44
2000004387,44
2100004729,44
2000004900,44
2011549832,44
2000002380,44
2000003127,44
2011549746,44
2000005302,44
2000006161,44
2000003074,44
2000004110,44
2000001001,44
2000006018,44
2000005824,44
2000003434,44
2000004278,44
2000001371,44
2000001452,44
2000002779,44
2000002441,44
2000003640,44
2000006345,44
2000003418,44
2000003979,44
2000003730,44
2000002449,44
2000004154,44
2000002097,44
2000004070,44
2011551765,44
2000003678,44
2000002725,44
2000003308,44
2000000740,44
2100005423,37
2100008134,37
2100010440,37
2100006970,37
2100004337,37
2100005686,37
2100011740,37
2100004750,37
2100009490,37
2100003779,37
2100005858,37
2100012040,37
2100012291,37
2100009840,37
2100004451,37
2100010779,37
2100004816,37
2100011310,37
2100009299,37
2100009421,37
2100004998,37
2100004330,37
2100010315,37
2100008178,37
2100011992,37
2100003025,37
2100002939,37
2100008107,37
2100011852,37
2100002891,37
2100008035,37
2100002099,37
2100006019,37
2100009025,37
2100005112,37
2200002135,4
2200002160,4
2200006695,4
2200000873,4
2011549832,4
2200007177,4
2200004236,4
2200005231,4
2200004209,4
2200004825,4
2200008421,4
2200002238,4
2200005098,4
2200005193,4
2200000946,4
2200006122,4
2200004766,4
2200003471,4
2200008609,4
2200005605,4
2200000633,4
2200004831,4
2200005824,4
2200006124,4
2200005842,4
2200002925,4
2100008134,31
2100010440,31
2100006970,31
2100012116,31
2100004750,31
2100012040,31
2100004703,31
2100011230,31
2000006633,31
2100002375,31
2100009299,31
2100009421,31
2100004330,31
2100003991,31
2100008178,31
2100003025,31
2100007107,31
2100008107,31
2100002440,31
2100011852,31
2100002891,31
2100008035,31
2100006642,31
2100011741,31
2100005112,31
2100010687,31
2000004900,31
2100011740,31
2100005858,31
2100012291,31
2100009840,31
2000001001,31
2100006053,31
2100010779,31
2100004923,31
2100004998,31
2100010315,31
2100011992,31
2100005113,31
2100006019,31
2100012066,31
2100012116,18
2100004750,18
2100006053,18
2100002375,18
2100004923,18
2100009299,18
2100004330,18
2200003893,18
2100011848,18
2100011992,18
2100011976,18
2100002240,18
2100007107,18
2100002440,18
2100011852,18
2000004070,18
2100005113,18
2100006019,18
2100011741,18
2100005112,18
2100005569,18
2100006285,18
2100004729,18
2100008134,18
2100005686,18
2100004426,18
2100011740,18
2100009490,18
2100003979,18
2100012040,18
2100003284,18
2100003978,18
2100002892,18
2100012291,18
2100009840,18
2100004816,18
2100005011,18
2100009421,18
2100005929,18
2100010315,18
2100008178,18
2100003025,18
2100008107,18
2100002891,18
2100008035,18
2100002099,18
2100006443,18
2100010687,18
2100005423,18
2100010440,18
2100006970,18
2100004337,18
2100006037,18
2100003779,18
2100005858,18
2100004703,18
2100003936,18
2100005013,18
2100007916,18
2100003991,18
2100009011,18
2100011754,18
2100010263,18
1900008106,18
2100002939,18
2100003547,18
2100012066,18
2100006642,18
2000001008,42
2000004387,42
2000004900,42
2011549832,42
2000002380,42
2000003127,42
2011549746,42
2000006161,42
2000002514,42
2000003074,42
2000004110,42
2000001001,42
2000006018,42
2000005824,42
2000003434,42
2000004278,42
2000001371,42
2000001452,42
2000002779,42
2000002441,42
2000004457,42
2000003640,42
1911546534,42
2000003418,42
2000003979,42
2000003730,42
2000002449,42
2000004154,42
2000002097,42
2000004762,42
2011551765,42
2000003678,42
2000002725,42
2000003308,42
2000000740,42
2000001094,42
2000000998,42
2000006638,42
2000004220,42
2000002665,42
2000005479,42
2000006633,42
2100011310,42
2000000558,42
2000002677,42
2000004365,42
2000003649,42
2000003076,42
2100003991,42
2000006345,42
2200006071,42
2000003905,42
2000001530,42
2100002240,42
2000003645,42
2000000655,42
1900007784,42
2000004070,42
2000002672,42
2000002491,42
2000004394,42
2000002664,42
2000001094,41
2011549832,41
2000004490,41
2000004220,41
2000002665,41
2100003779,41
2000006161,41
2000005479,41
2000006633,41
2100011310,41
2000004278,41
2000002677,41
2200004486,41
2000004365,41
2000003649,41
2000003640,41
2000001530,41
2000002924,41
2000003418,41
2000003730,41
2000000655,41
1900007784,41
2000004070,41
2011551765,41
2000003308,41
2000000050,41
2000002664,41
2000003177,41
2000000740,41
2000001008,41
2000004387,41
2100004729,41
2000000998,41
2000004900,41
2000002380,41
2000003127,41
2000006638,41
2011549746,41
2000005302,41
2000002514,41
2000003074,41
2000004701,41
2000001001,41
2000006018,41
2000003434,41
2000001452,41
2000002779,41
2000002441,41
2000004457,41
2000003076,41
2000006345,41
2000003979,41
2000002449,41
2000004154,41
2000002097,41
2000002672,41
2000002725,41
2000001094,26
2000001008,26
2000004387,26
2000002177,26
2000002380,26
2000003127,26
2011549746,26
2000005302,26
2000006161,26
2000003074,26
2000004110,26
2000005479,26
2000004701,26
2000001001,26
2000006018,26
2000003434,26
2000004278,26
2000000558,26
2000001371,26
2100004923,26
2000002677,26
2000003649,26
2000003076,26
2000003640,26
2000001530,26
2000003418,26
2000003979,26
2000003730,26
2000000655,26
2000002449,26
2000004154,26
2000004762,26
2000001008,38
2000004387,38
2000000998,38
2000002380,38
2000004220,38
2000006161,38
2000003074,38
2000004701,38
2000001001,38
2000005824,38
2000003434,38
2000000558,38
2000001452,38
2200004486,38
2000002441,38
2000003649,38
2000004457,38
2000003076,38
2000003418,38
2000003979,38
2000002449,38
2000004154,38
2000004070,38
2000002672,38
2000003678,38
2000002725,38
1900006098,38
1911549395,38
2000004968,38
2000004900,38
2000005153,38
2011549832,38
2000006638,38
2000002665,38
2000002514,38
2000004110,38
2000005479,38
2000006633,38
2000004278,38
2000002677,38
2100008342,38
2000002779,38
2000004365,38
2000003640,38
2000006345,38
2000001530,38
2000002924,38
2000003730,38
2000003645,38
2000002097,38
1900007784,38
2011551765,38
2000004394,38
2000003308,38
2000000050,38
2000002664,38
2000003177,38
2000000740,38
2100006285,15
2100004729,15
2100005423,15
2100010440,15
2100004337,15
2100005686,15
2100004426,15
2100003979,15
2100003284,15
2100003978,15
2100002892,15
2100004451,15
2100004816,15
2100009415,15
2100002375,15
2100004419,15
2100005011,15
1911548779,15
2100007588,15
2100003936,15
2100005013,15
2100005929,15
2100004330,15
2100003991,15
2100009011,15
2100011976,15
2100003025,15
2100007107,15
2100002440,15
1900009380,15
2100005113,15
2100003547,15
2100005569,4
2100002975,4
2100008134,4
2000000998,4
2100006037,4
2100012076,4
2100004031,4
2100004235,4
2100011818,4
2100002892,4
2100009840,4
2100010779,4
2100004816,4
2100009415,4
2100011310,4
2100004923,4
2100012041,4
2100005983,4
2100012340,4
2100008342,4
2100002374,4
2100009299,4
2100004998,4
2000004365,4
2100004330,4
2100010315,4
2100010263,4
2100010071,4
1800005224,4
2100008882,4
2100005113,4
2100006019,4
2000002408,4
2100011037,4
1711542439,4
2100006642,4
2100004092,4
2200006550,3
2200006695,3
2200000873,3
2200004236,3
2200006625,3
2200005231,3
2200000319,3
2200011621,3
2200004209,3
2200004825,3
2200005098,3
2200005193,3
1911548779,3
2200000946,3
2200006620,3
2200001483,3
2200006122,3
2200004766,3
2200006159,3
2100007916,3
2200005605,3
2200006071,3
2200006605,3
2200006985,3
2200004831,3
2200006467,3
2200012160,3
2200006185,3
2200005254,3
2200006654,3
2200005824,3
2200006124,3
2200005842,3
2200005914,3
2200004926,3
2200004202,3
2200008171,3
2200001108,3
2200000400,3
2200009428,3
2200007989,3
2200008348,3
2200006781,3
2200003109,3
2200009232,3
2200000327,3
2200008427,3
2200002495,3
2200010420,3
2200002333,3
2200008115,3
2200007079,3
2200006741,3
2200007832,3
2200008906,3
2200007239,3
2200003885,3
2200007007,3
2200003921,3
2200007066,3
2200011643,3
2200007072,3
2200007143,3
2200008716,3
2200009837,3
2200010487,3
2200000368,3
2200006748,3
2200008798,3
2200007240,3
2200008152,3
2200007402,3
2200007710,3
2200009261,3
2200008438,3
2200011376,3
2200009448,3
2200010565,3
2200009102,3
2200009907,3
2200001765,3
2200004863,3
2200003659,3
2200010444,3
2200011039,3
2200007177,3
2200009882,3
2200011704,3
2200008421,3
2200002208,3
2200000578,3
2200003906,3
2200009620,3
2200008609,3
2200008337,3
2200009825,3
2200002381,3
2200011240,3
2200010269,3
2200007265,3
2200011077,3
2200011573,3
2200009571,3
2200009501,3
2200010286,3
2100008882,3
2200002076,3
2200010216,3
2200009170,3
2200010939,3
2200000333,3
2200007875,3
